life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_tier
84.2,15.0,16.93,46900.0,0.965,Very High
49.3,5.49,6.51,1652.0,0.4216,Low
85.0,12.6,17.72,75000.0,0.9788,Very High
35.5,6.41,2.61,399.0,0.2471,Low
73.1,12.31,16.19,24415.0,0.8179,Very High
40.4,5.3,6.92,1189.0,0.346,Low
47.7,7.92,9.65,736.0,0.3901,Low
64.9,11.25,9.61,4467.0,0.644,Medium
46.3,8.02,5.56,2696.0,0.4378,Low
72.7,10.57,15.02,24541.0,0.8012,Very High
63.7,6.79,11.51,6058.0,0.6032,Medium
62.8,12.89,8.41,17550.0,0.7102,High
58.3,8.38,11.06,3087.0,0.5639,Medium
64.8,9.69,12.66,7342.0,0.6688,Medium
67.7,10.11,10.7,11154.0,0.6925,Medium
57.1,9.24,8.43,1351.0,0.4969,Low
45.3,7.68,5.13,897.0,0.3696,Low
44.7,5.96,4.96,1518.0,0.3864,Low
41.8,2.71,1.0,708.0,0.239,Low
81.9,13.6,18.0,46049.0,0.9441,Very High
68.2,9.73,8.25,2431.0,0.574,Medium
28.2,5.44,3.45,362.0,0.1917,Low
24.8,2.98,4.74,278.0,0.131,Low
69.7,9.77,12.77,13146.0,0.7401,High
44.0,7.2,3.88,1322.0,0.3837,Low
76.1,14.66,15.88,21866.0,0.8743,Very High
38.2,3.04,8.94,1249.0,0.3221,Low
49.9,6.51,9.14,2065.0,0.4575,Low
58.9,10.3,8.72,2744.0,0.5571,Medium
47.8,7.02,5.65,1434.0,0.3975,Low
72.2,11.09,12.57,22799.0,0.7755,High
67.9,12.58,14.95,14092.0,0.7732,High
77.6,13.48,18.0,26304.0,0.8959,Very High
73.2,9.26,11.78,12075.0,0.7347,High
60.0,10.52,11.29,6807.0,0.6381,Medium
68.5,12.94,16.71,13222.0,0.7863,High
47.1,4.42,5.41,646.0,0.3134,Low
77.0,13.2,18.0,30198.0,0.8955,Very High
58.6,7.32,9.48,4465.0,0.5516,Medium
78.3,11.94,18.0,42500.0,0.9001,Very High
35.8,5.31,5.53,454.0,0.2575,Low
71.4,9.02,13.87,6377.0,0.6921,Medium
79.1,13.07,15.02,42441.0,0.8982,Very High
54.1,7.04,8.92,3342.0,0.5105,Low
26.1,2.33,4.83,360.0,0.1715,Low
31.5,4.06,3.84,367.0,0.1919,Low
34.5,4.14,6.16,713.0,0.2855,Low
63.4,9.22,9.09,10189.0,0.6336,Medium
80.1,12.72,17.11,31606.0,0.8964,Very High
47.6,5.12,4.35,451.0,0.3085,Low
25.8,2.81,0.9,115.0,0.0707,Low
47.2,9.49,9.93,5895.0,0.5442,Low
49.0,5.1,9.47,793.0,0.4024,Low
38.2,3.18,3.81,485.0,0.239,Low
40.9,4.32,8.5,725.0,0.3495,Low
83.3,13.49,13.91,34164.0,0.9007,Very High
43.4,2.65,6.78,508.0,0.2601,Low
76.3,15.0,17.35,41769.0,0.9186,Very High
45.3,7.16,8.93,2749.0,0.452,Low
67.8,11.06,14.8,6427.0,0.7083,High
42.3,6.02,5.32,923.0,0.3482,Low
69.1,12.09,16.09,7108.0,0.7476,High
36.2,3.26,5.35,427.0,0.2341,Low
61.0,8.9,9.54,3241.0,0.5854,Medium
40.9,7.87,2.96,962.0,0.3226,Low
52.1,9.94,11.93,2556.0,0.5294,Low
50.0,8.44,11.9,4764.0,0.5369,Low
80.4,12.27,14.53,32824.0,0.8751,Very High
57.1,5.01,10.98,4331.0,0.5386,Low
77.9,11.58,15.02,16553.0,0.8118,Very High
57.1,10.38,11.96,10561.0,0.6419,Medium
45.5,5.35,8.72,1427.0,0.4039,Low
59.5,9.4,10.6,16147.0,0.646,Medium
61.6,10.5,7.53,6028.0,0.6126,Medium
75.0,10.33,14.66,23900.0,0.8226,Very High
51.3,7.3,8.39,2002.0,0.4679,Low
49.7,6.66,7.13,1593.0,0.4343,Low
72.3,10.73,12.85,27660.0,0.788,High
70.5,15.0,12.89,62391.0,0.8784,Very High
36.8,5.83,5.0,875.0,0.3232,Low
65.6,8.3,9.81,5177.0,0.6084,Medium
78.1,14.66,18.0,53892.0,0.9434,Very High
81.4,11.04,16.68,36183.0,0.8959,Very High
67.1,9.1,11.24,18711.0,0.7093,High
57.5,9.84,10.36,4144.0,0.5753,Medium
61.0,9.68,10.79,4101.0,0.5855,Medium
24.2,1.77,1.15,285.0,0.091,Low
43.4,7.02,6.55,1514.0,0.3977,Low
77.5,13.59,18.0,37243.0,0.9056,Very High
36.5,5.37,8.08,1489.0,0.3359,Low
58.2,9.07,8.67,4201.0,0.5587,Medium
46.2,3.98,9.43,2069.0,0.4356,Low
36.6,2.91,6.24,514.0,0.2458,Low
44.0,5.47,7.2,1248.0,0.3741,Low
60.2,10.12,10.57,5828.0,0.6154,Medium
57.5,9.39,11.14,8812.0,0.6434,Medium
47.1,3.44,5.4,1528.0,0.3418,Low
45.9,2.55,6.85,987.0,0.328,Low
30.0,4.09,3.93,597.0,0.2171,Low
35.4,4.03,4.92,813.0,0.2741,Low
49.7,4.65,8.34,763.0,0.3893,Low
68.9,9.02,15.8,15656.0,0.7617,High
59.8,9.11,11.36,5749.0,0.6069,Medium
46.8,8.78,8.0,1641.0,0.4506,Low
60.1,8.8,10.28,5466.0,0.5978,Medium
64.0,13.23,15.56,12032.0,0.7483,High
59.8,8.74,11.86,5074.0,0.6182,Medium
65.9,12.47,14.52,20885.0,0.778,High
41.9,7.24,6.73,1643.0,0.4092,Low
77.4,13.95,14.45,57804.0,0.9067,Very High
62.6,9.18,11.68,4312.0,0.6261,Medium
78.8,12.61,14.23,29607.0,0.8318,Very High
39.5,5.92,6.75,1242.0,0.3537,Low
80.8,14.39,14.32,36259.0,0.9047,Very High
60.7,10.8,13.4,13047.0,0.701,High
68.8,10.96,13.29,16821.0,0.7682,High
44.2,3.91,5.32,1981.0,0.366,Low
54.6,7.22,8.23,5063.0,0.5166,Low
38.1,3.3,8.28,304.0,0.2566,Low
52.1,6.56,3.35,3589.0,0.4447,Low
51.7,7.41,8.99,3386.0,0.4987,Low
45.6,10.99,8.54,11295.0,0.5488,Low
60.0,8.59,14.04,4985.0,0.6342,Medium
63.5,6.23,11.78,5063.0,0.596,Medium
57.7,7.28,11.13,5596.0,0.5899,Medium
31.3,3.42,6.89,937.0,0.2631,Low
29.4,3.37,2.54,255.0,0.1332,Low
54.8,5.6,9.06,3163.0,0.4968,Low
24.9,0.07,1.1,292.0,0.0695,Low
53.2,8.52,8.83,3143.0,0.5262,Low
72.9,14.25,14.74,25657.0,0.8486,Very High
65.6,7.71,12.05,9803.0,0.6501,Medium
59.9,6.49,7.57,4723.0,0.5357,Low
56.3,8.27,13.2,6208.0,0.6122,Medium
45.8,6.95,10.66,839.0,0.4109,Low
72.9,13.11,14.69,30164.0,0.8499,Very High
85.0,12.87,18.0,34803.0,0.926,Very High
48.8,6.92,6.73,1286.0,0.4129,Low
64.1,10.47,11.26,6394.0,0.633,Medium
51.9,7.13,8.06,2477.0,0.4904,Low
64.7,6.96,11.41,8593.0,0.6341,Medium
33.9,2.2,2.73,358.0,0.1819,Low
27.7,4.01,2.38,116.0,0.0794,Low
74.8,10.77,12.6,19073.0,0.7845,High
44.7,4.73,5.46,2089.0,0.3885,Low
57.8,6.63,8.61,2787.0,0.5095,Low
37.2,2.89,2.01,281.0,0.1885,Low
81.4,15.0,16.13,37496.0,0.9327,Very High
61.7,10.96,11.94,7459.0,0.6409,Medium
77.7,12.07,13.29,31583.0,0.834,Very High
47.3,8.44,10.46,976.0,0.44,Low
43.6,7.41,8.88,1086.0,0.4137,Low
34.9,2.28,2.4,569.0,0.2185,Low
70.9,12.5,15.19,29102.0,0.8134,Very High
38.9,5.58,6.76,1213.0,0.355,Low
50.0,8.83,9.03,3443.0,0.5224,Low
46.2,5.04,12.16,2264.0,0.4624,Low
52.9,7.08,7.94,1957.0,0.4496,Low
42.0,5.23,8.48,1441.0,0.3768,Low
61.0,7.41,7.52,5018.0,0.5554,Medium
71.1,11.15,12.29,28363.0,0.7796,High
67.9,13.01,16.75,15466.0,0.7745,High
64.7,11.96,12.61,14442.0,0.7261,High
21.5,3.47,0.0,105.0,0.0178,Low
65.6,9.63,12.5,10044.0,0.6946,Medium
29.5,1.71,4.08,153.0,0.1214,Low
38.3,4.63,3.63,613.0,0.2754,Low
62.4,9.2,9.35,3029.0,0.5716,Medium
59.0,10.63,6.97,3773.0,0.5653,Medium
66.2,11.72,13.05,21831.0,0.7572,High
55.5,7.54,12.82,3515.0,0.5721,Medium
55.1,6.53,7.71,3219.0,0.4909,Low
69.8,12.65,12.63,17510.0,0.7654,High
66.9,11.96,10.93,6927.0,0.6968,Medium
56.9,5.53,8.14,2288.0,0.4877,Low
43.2,2.75,6.78,861.0,0.3238,Low
77.6,15.0,17.59,22770.0,0.9113,Very High
32.8,0.17,3.56,269.0,0.1664,Low
79.8,11.82,16.26,39441.0,0.9014,Very High
46.7,8.44,6.96,1390.0,0.4191,Low
53.3,7.5,8.0,3382.0,0.5133,Low
51.0,6.28,8.85,1273.0,0.4381,Low
54.2,10.57,13.09,4233.0,0.5919,Medium
44.6,3.79,4.77,696.0,0.2987,Low
59.4,5.87,7.49,6311.0,0.5379,Low
61.6,11.15,8.4,6301.0,0.6315,Medium
64.2,10.47,13.64,9481.0,0.7118,High
43.1,6.14,6.07,687.0,0.3451,Low
68.6,11.25,15.06,15975.0,0.7747,High
65.9,10.91,12.37,12202.0,0.7111,High
44.6,6.05,9.64,2505.0,0.4446,Low
50.2,7.21,7.56,2246.0,0.4466,Low
67.6,11.6,9.64,10422.0,0.701,High
61.6,9.96,13.26,8041.0,0.6717,Medium
44.6,8.08,7.72,1650.0,0.4455,Low
24.9,2.07,0.73,181.0,0.0842,Low
58.6,6.09,9.7,2355.0,0.5234,Low
49.1,5.67,4.46,925.0,0.3562,Low
63.8,9.45,12.92,16652.0,0.7221,High
81.2,13.37,13.61,25612.0,0.8806,Very High
85.0,14.05,15.75,68410.0,0.9744,Very High
31.8,3.37,5.86,369.0,0.2151,Low
52.7,9.3,10.49,7198.0,0.5782,Medium
39.4,1.04,4.29,559.0,0.2247,Low
47.3,6.24,8.39,3496.0,0.4536,Low
83.6,13.13,12.08,46768.0,0.8938,Very High
75.0,12.97,13.63,27488.0,0.8325,Very High
28.2,2.37,2.15,190.0,0.1229,Low
72.9,12.73,13.9,23162.0,0.817,Very High
46.7,4.92,5.89,2955.0,0.3992,Low
59.4,11.53,13.96,12329.0,0.7086,High
68.6,10.04,14.17,10338.0,0.7264,High
41.6,1.9,3.63,841.0,0.2684,Low
75.8,11.81,16.28,36616.0,0.8534,Very High
67.4,11.18,14.05,12591.0,0.7333,High
48.6,11.2,8.71,2771.0,0.5101,Low
49.6,5.89,7.71,2470.0,0.4514,Low
45.1,7.22,10.49,1424.0,0.4345,Low
59.0,8.39,9.99,8307.0,0.6204,Medium
28.6,1.64,3.16,759.0,0.1897,Low
43.8,4.59,11.22,2513.0,0.4289,Low
57.0,9.39,9.16,4019.0,0.5941,Medium
44.9,5.9,9.28,2898.0,0.4448,Low
49.9,5.59,5.43,1285.0,0.404,Low
71.9,10.77,12.35,7795.0,0.7145,High
55.0,7.51,10.9,1829.0,0.5139,Low
58.8,9.29,10.11,3251.0,0.5799,Medium
76.6,10.95,13.87,10175.0,0.755,High
42.8,5.18,9.41,2775.0,0.442,Low
21.6,4.82,1.11,354.0,0.088,Low
63.3,12.91,17.0,8647.0,0.7362,High
41.2,6.53,6.84,645.0,0.3286,Low
62.7,8.88,10.98,9541.0,0.6419,Medium
57.2,8.6,11.13,3435.0,0.5617,Medium
73.6,12.43,18.0,58965.0,0.8873,Very High
60.3,12.05,11.89,14484.0,0.7061,High
47.7,7.53,8.19,3693.0,0.4819,Low
54.3,5.66,9.83,2653.0,0.4926,Low
59.8,9.87,8.67,2998.0,0.5741,Medium
85.0,12.53,16.22,38061.0,0.9379,Very High
72.1,10.81,15.57,45013.0,0.8214,Very High
85.0,14.81,16.27,63043.0,0.989,Very High
64.1,9.19,9.14,10541.0,0.644,Medium
39.1,3.57,4.43,809.0,0.2685,Low
49.5,2.54,9.12,2318.0,0.4215,Low
70.2,9.35,11.6,10208.0,0.6984,Medium
66.7,10.21,10.21,11395.0,0.6932,Medium
27.2,0.41,5.48,182.0,0.1201,Low
79.4,10.81,16.6,37447.0,0.8796,Very High
52.0,7.54,8.32,3525.0,0.4993,Low
51.4,9.02,11.21,3543.0,0.5319,Low
71.3,9.87,13.88,21114.0,0.7773,High
62.7,8.6,14.01,5839.0,0.6431,Medium
54.1,7.97,11.19,4150.0,0.5584,Medium
33.1,1.01,1.52,833.0,0.1847,Low
63.5,13.08,12.38,10514.0,0.7142,High
44.2,6.97,7.59,3981.0,0.458,Low
55.9,8.26,10.78,6794.0,0.5869,Medium
55.7,8.06,8.46,3689.0,0.5286,Low
39.3,2.64,3.95,783.0,0.2478,Low
59.4,9.16,10.4,3497.0,0.5781,Medium
77.8,15.0,18.0,29570.0,0.9126,Very High
64.4,10.64,12.32,8178.0,0.6727,Medium
60.0,10.2,11.79,6958.0,0.6208,Medium
70.1,10.16,11.04,8071.0,0.6741,Medium
47.7,8.58,7.8,2292.0,0.4841,Low
77.2,12.09,15.13,24369.0,0.8446,Very High
66.0,11.08,14.36,17078.0,0.736,High
26.4,2.03,2.84,426.0,0.1403,Low
82.6,14.35,16.7,75000.0,0.9683,Very High
57.8,10.44,9.94,3440.0,0.5836,Medium
38.2,6.51,0.33,308.0,0.2184,Low
23.2,0.58,3.79,137.0,0.0863,Low
39.1,4.6,0.92,744.0,0.2724,Low
61.5,8.22,12.07,6201.0,0.6276,Medium
52.4,7.74,7.5,2241.0,0.4745,Low
81.4,13.67,16.85,73554.0,0.9584,Very High
72.1,15.0,14.73,12707.0,0.7974,High
63.6,6.86,10.05,6632.0,0.6098,Medium
50.9,10.64,10.08,1783.0,0.5099,Low
32.9,4.01,0.67,260.0,0.1517,Low
71.0,7.92,12.11,6244.0,0.6592,Medium
56.4,12.79,9.95,8196.0,0.6455,Medium
64.6,7.49,9.89,5182.0,0.5819,Medium
71.6,11.9,14.12,20769.0,0.7875,High
45.9,2.79,5.39,1754.0,0.3425,Low
43.5,4.57,6.66,631.0,0.3336,Low
27.7,1.15,1.4,197.0,0.1151,Low
64.6,11.68,14.2,13145.0,0.7385,High
55.6,12.11,12.02,4598.0,0.5844,Medium
72.6,12.03,15.92,21577.0,0.81,Very High
76.7,8.94,16.91,23871.0,0.8561,Very High
54.0,9.0,13.27,4460.0,0.5872,Medium
70.2,10.59,11.15,23084.0,0.7233,High
38.3,8.25,8.56,1166.0,0.4004,Low
67.6,10.91,15.94,8283.0,0.7198,High
33.3,0.77,3.08,243.0,0.1508,Low
85.0,12.65,18.0,75000.0,0.9617,Very High
83.6,15.0,18.0,47154.0,0.9911,Very High
67.9,8.27,9.81,4285.0,0.5976,Medium
56.3,11.1,10.21,5391.0,0.5975,Medium
37.6,3.83,5.93,948.0,0.3102,Low
59.3,12.53,11.37,8541.0,0.6624,Medium
63.1,8.25,17.27,11713.0,0.7163,High
60.1,5.0,10.55,4863.0,0.5585,Medium
70.9,13.32,14.58,12777.0,0.7884,High
74.4,13.27,14.22,31229.0,0.8361,Very High
58.8,7.76,10.24,3676.0,0.5531,Medium
57.8,6.85,7.9,5875.0,0.5393,Low
83.6,12.27,18.0,53891.0,0.9511,Very High
29.2,3.36,0.0,437.0,0.1607,Low
64.2,11.1,15.85,7790.0,0.7151,High
69.7,10.04,13.19,19897.0,0.7609,High
71.1,12.47,10.49,5574.0,0.6804,Medium
57.1,10.39,10.32,7454.0,0.6204,Medium
65.7,10.03,12.26,14172.0,0.7076,High
41.0,6.84,6.29,978.0,0.3602,Low
66.5,8.85,14.9,4458.0,0.6703,Medium
64.3,11.1,12.96,8833.0,0.6854,Medium
54.1,8.77,11.67,6621.0,0.5885,Medium
54.9,6.75,9.07,3984.0,0.5359,Low
63.1,13.38,13.13,18734.0,0.7549,High
85.0,14.82,15.01,55591.0,0.9535,Very High
83.7,13.01,17.14,75000.0,0.9503,Very High
83.8,14.29,15.74,27656.0,0.9185,Very High
45.9,6.18,11.36,2170.0,0.445,Low
55.0,7.24,10.9,3462.0,0.5376,Low
32.8,2.87,5.44,642.0,0.2342,Low
37.7,4.24,6.25,569.0,0.2863,Low
57.1,7.85,14.12,8056.0,0.6218,Medium
73.4,13.34,10.95,20841.0,0.7884,High
46.5,4.33,6.37,1241.0,0.359,Low
47.0,5.22,6.21,1852.0,0.3963,Low
65.4,8.15,8.23,5755.0,0.6003,Medium
52.8,5.33,6.86,3150.0,0.4555,Low
41.4,6.52,8.08,781.0,0.3531,Low
74.9,12.0,13.88,22775.0,0.8179,Very High
55.2,9.77,10.09,8267.0,0.6126,Medium
59.0,10.48,12.13,4829.0,0.6298,Medium
67.1,11.33,14.41,30509.0,0.7738,High
40.2,7.8,7.82,1308.0,0.3941,Low
50.1,7.26,10.42,4769.0,0.5375,Low
51.5,6.54,10.8,2417.0,0.5015,Low
77.1,13.65,14.9,26326.0,0.8386,Very High
37.2,4.47,6.98,529.0,0.2864,Low
68.6,11.67,11.56,26030.0,0.7777,High
46.7,7.96,7.57,1568.0,0.4285,Low
85.0,14.16,18.0,62391.0,1.0,Very High
36.5,5.33,5.55,860.0,0.2795,Low
55.6,11.4,10.46,5702.0,0.6091,Medium
31.0,3.72,8.11,268.0,0.2138,Low
78.4,14.28,18.0,20863.0,0.8925,Very High
33.5,0.51,3.42,294.0,0.1574,Low
81.1,15.0,14.49,36889.0,0.9013,Very High
53.8,4.54,4.65,1623.0,0.3889,Low
62.2,9.03,13.09,8395.0,0.6668,Medium
46.1,5.53,9.95,3456.0,0.4415,Low
36.3,5.41,3.41,471.0,0.2615,Low
36.1,5.39,4.47,1656.0,0.3163,Low
58.2,9.43,10.81,4996.0,0.6033,Medium
31.6,1.45,1.87,351.0,0.1589,Low
79.3,10.39,14.63,21742.0,0.8606,Very High
72.2,14.43,18.0,51091.0,0.9192,Very High
75.5,12.12,17.26,38039.0,0.866,Very High
24.0,2.49,3.65,276.0,0.142,Low
44.9,8.35,8.81,2141.0,0.4257,Low
58.9,12.02,11.73,6565.0,0.6455,Medium
65.4,7.82,10.36,3352.0,0.5898,Medium
65.4,9.14,12.25,6984.0,0.6581,Medium
29.5,2.51,2.86,161.0,0.1223,Low
53.3,7.07,7.0,2523.0,0.4736,Low
37.9,8.17,6.65,486.0,0.324,Low
65.8,9.8,8.05,13474.0,0.6551,Medium
45.8,1.1,4.87,903.0,0.2818,Low
50.6,6.93,9.78,2473.0,0.5033,Low
38.9,3.2,6.26,520.0,0.2828,Low
27.2,2.41,4.18,255.0,0.1435,Low
79.3,12.01,14.5,48605.0,0.8864,Very High
54.5,5.04,8.33,2870.0,0.4944,Low
69.5,13.79,13.19,8837.0,0.7383,High
47.7,7.96,11.78,1904.0,0.4715,Low
67.2,10.8,14.96,11715.0,0.7345,High
54.1,10.79,10.78,2751.0,0.5596,Medium
56.8,6.79,9.83,2432.0,0.5244,Low
75.7,13.66,13.38,23752.0,0.8292,Very High
78.0,10.18,11.94,16642.0,0.7639,High
59.9,11.53,11.94,9189.0,0.6564,Medium
46.3,4.59,8.81,1502.0,0.3945,Low
56.4,10.66,11.04,9593.0,0.6279,Medium
41.1,7.23,6.19,675.0,0.3167,Low
77.4,12.87,13.85,31708.0,0.8493,Very High
85.0,10.61,15.53,50413.0,0.8932,Very High
57.9,7.84,11.88,2907.0,0.5581,Medium
83.5,15.0,18.0,71272.0,1.0,Very High
55.0,9.19,8.86,1218.0,0.4665,Low
58.9,11.48,9.63,5272.0,0.6255,Medium
46.6,8.3,8.93,1166.0,0.447,Low
84.2,14.37,18.0,64453.0,0.9909,Very High
28.3,2.74,5.63,416.0,0.193,Low
60.0,7.36,10.53,6542.0,0.6063,Medium
42.7,4.35,4.22,1255.0,0.3335,Low
70.8,10.82,12.1,5323.0,0.7,Medium
46.2,4.14,9.93,1640.0,0.414,Low
40.8,4.11,4.97,724.0,0.2868,Low
44.0,6.14,6.45,1228.0,0.3891,Low
50.0,5.88,11.16,1743.0,0.4913,Low
48.2,7.19,7.41,1408.0,0.4224,Low
69.9,11.48,15.01,14953.0,0.7748,High
56.0,8.89,7.72,4048.0,0.542,Low
60.5,8.72,12.97,5209.0,0.6085,Medium
73.0,9.57,13.58,14329.0,0.7437,High
76.4,13.77,12.0,24693.0,0.8331,Very High
38.8,3.91,4.23,1248.0,0.3,Low
52.1,7.24,9.51,3299.0,0.509,Low
32.1,1.26,0.0,167.0,0.085,Low
76.6,14.12,13.47,33856.0,0.8638,Very High
47.8,4.51,5.81,744.0,0.3355,Low
81.8,14.84,16.7,46503.0,0.9498,Very High
50.0,7.25,8.05,3960.0,0.4958,Low
73.8,13.12,15.25,28972.0,0.8394,Very High
53.0,9.1,13.3,3678.0,0.5747,Medium
38.9,7.44,8.45,760.0,0.344,Low
63.3,9.96,11.21,8205.0,0.665,Medium
64.0,9.66,14.87,17486.0,0.7288,High
44.7,6.42,7.43,1170.0,0.3942,Low
85.0,13.8,13.66,64123.0,0.9376,Very High
67.8,8.52,10.31,9802.0,0.662,Medium
79.6,10.37,14.13,31121.0,0.8408,Very High
69.7,12.92,12.79,19512.0,0.7907,High
76.9,13.5,16.66,25765.0,0.8764,Very High
35.3,3.9,4.22,421.0,0.2336,Low
37.4,5.07,5.25,414.0,0.259,Low
68.9,10.84,15.48,27558.0,0.7783,High
57.3,4.63,9.29,1876.0,0.4719,Low
28.7,2.29,2.56,387.0,0.1468,Low
64.5,8.31,12.0,5523.0,0.6271,Medium
48.8,5.74,5.27,637.0,0.3383,Low
48.4,5.07,8.79,1937.0,0.4251,Low
38.1,0.93,7.17,283.0,0.2095,Low
67.8,5.47,12.49,4785.0,0.6154,Medium
85.0,14.77,17.18,60651.0,0.9823,Very High
57.2,7.08,11.55,5626.0,0.5801,Medium
65.8,7.43,9.76,10872.0,0.6496,Medium
46.5,7.56,4.78,1826.0,0.4403,Low
63.2,13.37,14.1,21889.0,0.7733,High
27.7,1.22,3.99,369.0,0.1617,Low
43.0,5.49,3.88,945.0,0.3297,Low
64.1,12.07,14.01,16530.0,0.7517,High
78.6,9.64,16.53,30841.0,0.8317,Very High
59.2,10.11,9.43,3894.0,0.5576,Medium
41.3,7.32,5.95,1272.0,0.3508,Low
51.7,10.68,10.62,5162.0,0.5677,Medium
38.9,3.32,4.97,242.0,0.2266,Low
85.0,12.43,17.16,48159.0,0.9428,Very High
49.9,8.56,6.06,2995.0,0.4708,Low
57.0,8.57,9.33,3617.0,0.5575,Medium
61.6,11.69,11.74,11281.0,0.6928,Medium
51.2,6.62,8.49,1627.0,0.4386,Low
41.5,4.81,4.31,892.0,0.3175,Low
60.1,8.92,12.55,14674.0,0.6779,Medium
50.8,6.92,6.75,2278.0,0.4751,Low
79.7,12.8,16.01,28412.0,0.8798,Very High
55.8,11.82,9.31,4559.0,0.609,Medium
68.6,11.75,11.43,8625.0,0.7053,High
53.3,4.4,5.65,1927.0,0.4345,Low
47.0,6.81,9.88,2675.0,0.4635,Low
61.2,11.15,14.06,15747.0,0.7237,High
47.1,5.63,6.16,1264.0,0.3884,Low
75.5,9.96,15.16,11197.0,0.7862,High
55.5,8.24,6.85,1803.0,0.4941,Low
53.8,6.68,9.19,3861.0,0.5054,Low
50.6,8.25,7.91,1735.0,0.4612,Low
56.9,7.35,10.21,8038.0,0.6049,Medium
61.8,9.24,13.22,7153.0,0.6551,Medium
71.3,13.01,13.16,18772.0,0.8011,Very High
42.4,4.93,4.42,491.0,0.2769,Low
39.8,2.53,4.32,367.0,0.228,Low
65.7,11.26,13.68,18576.0,0.7413,High
42.4,4.7,4.42,417.0,0.2842,Low
75.5,11.11,15.19,17949.0,0.8167,Very High
42.9,3.32,8.51,1120.0,0.3672,Low
47.1,8.06,10.54,1998.0,0.4623,Low
57.4,10.68,7.68,5492.0,0.5887,Medium
42.2,4.08,1.51,329.0,0.2222,Low
59.4,9.23,12.41,6372.0,0.604,Medium
73.4,11.25,15.15,37754.0,0.8417,Very High
34.6,4.84,0.27,455.0,0.2185,Low
41.0,6.63,5.78,1768.0,0.3927,Low
50.0,8.04,7.49,1228.0,0.4363,Low
40.4,5.62,4.32,589.0,0.3036,Low
36.9,6.92,6.82,565.0,0.3111,Low
31.0,3.88,4.99,1117.0,0.2474,Low
73.1,10.07,16.09,16989.0,0.7829,High
48.0,7.14,8.82,2164.0,0.4583,Low
41.2,4.2,4.38,1179.0,0.3145,Low
42.9,4.35,6.62,1479.0,0.3623,Low
83.4,15.0,18.0,57681.0,0.9743,Very High
65.9,9.45,13.22,15419.0,0.7177,High
67.5,10.08,12.8,5547.0,0.6635,Medium
80.0,10.53,14.51,36633.0,0.8683,Very High
49.0,7.04,9.34,1264.0,0.4207,Low
52.7,9.81,8.92,1303.0,0.4816,Low
26.8,3.26,6.32,377.0,0.179,Low
65.2,12.13,10.3,7623.0,0.6786,Medium
48.2,8.0,14.6,3073.0,0.5237,Low
70.5,11.54,10.14,4073.0,0.6466,Medium
37.7,4.07,6.4,387.0,0.2617,Low
76.7,12.86,17.72,42002.0,0.8998,Very High
70.1,13.91,14.37,39264.0,0.8476,Very High
42.9,6.78,7.62,726.0,0.3422,Low
31.7,1.26,3.01,359.0,0.1807,Low
47.4,4.79,8.15,1898.0,0.4158,Low
70.4,13.41,16.62,44524.0,0.8355,Very High
70.9,10.35,13.99,22630.0,0.7797,High
76.5,11.56,15.32,48581.0,0.8652,Very High
73.7,11.93,15.69,24647.0,0.8191,Very High
34.4,5.02,2.61,774.0,0.2663,Low
34.7,4.81,2.46,396.0,0.23,Low
47.2,5.35,7.56,1092.0,0.3918,Low
68.7,11.99,14.84,22792.0,0.7941,High
65.6,14.5,11.29,8503.0,0.7264,High
55.4,8.95,9.9,8660.0,0.5789,Medium
54.8,8.87,6.37,3420.0,0.5151,Low
24.3,1.41,4.38,193.0,0.116,Low
49.7,4.04,8.4,1201.0,0.4086,Low
60.2,11.14,9.28,6600.0,0.6163,Medium
47.9,5.12,7.86,678.0,0.366,Low
49.8,6.58,10.22,1161.0,0.4294,Low
59.1,9.45,9.01,7070.0,0.6042,Medium
61.0,11.65,10.63,10784.0,0.6656,Medium
69.0,8.59,9.29,6857.0,0.6312,Medium
59.9,10.78,12.55,8172.0,0.6648,Medium
57.9,9.61,9.75,4398.0,0.5746,Medium
84.9,11.34,16.12,48260.0,0.9085,Very High
47.6,4.76,7.05,1796.0,0.4068,Low
59.7,10.31,9.54,9453.0,0.6197,Medium
47.1,7.43,5.24,834.0,0.3715,Low
28.6,3.13,2.96,191.0,0.1189,Low
52.9,6.52,7.44,2686.0,0.4608,Low
83.9,13.46,17.06,43944.0,0.9531,Very High
57.8,8.63,9.05,1962.0,0.5161,Low
47.5,6.36,8.56,3464.0,0.46,Low
36.4,4.75,7.48,1282.0,0.3371,Low
81.5,13.25,17.36,29805.0,0.9257,Very High
41.5,7.22,4.38,4053.0,0.4088,Low
57.8,12.47,14.25,4585.0,0.6589,Medium
61.5,9.94,10.19,5065.0,0.6093,Medium
56.0,7.43,8.31,2001.0,0.4938,Low
71.9,10.95,13.14,42555.0,0.8111,Very High
67.1,14.69,18.0,34946.0,0.8628,Very High
74.0,14.47,18.0,17806.0,0.8708,Very High
39.2,5.33,7.94,287.0,0.2508,Low
57.1,8.39,9.92,7338.0,0.5813,Medium
61.5,8.4,11.58,4544.0,0.6001,Medium
53.9,8.51,12.27,4021.0,0.5567,Medium
60.5,11.45,11.23,7298.0,0.6563,Medium
57.7,10.08,12.65,6040.0,0.6298,Medium
39.0,4.88,6.45,423.0,0.2798,Low
